Freq [GHz],g1(mm),w1(mm),Dielectric Constant,"S(1,1) in dB"
20,1.8,0.7,2.2,-1.60474363
20.1,1.8,0.7,2.2,-1.652808158
20.2,1.8,0.7,2.2,-1.703894826
20.3,1.8,0.7,2.2,-1.758019424
20.4,1.8,0.7,2.2,-1.815222915
20.5,1.8,0.7,2.2,-1.875583357
20.6,1.8,0.7,2.2,-1.939228824
20.7,1.8,0.7,2.2,-2.006351171
20.8,1.8,0.7,2.2,-2.077220595
20.9,1.8,0.7,2.2,-2.152201078
21,1.8,0.7,2.2,-2.231767008
21.1,1.8,0.7,2.2,-2.316521496
21.2,1.8,0.7,2.2,-2.407217189
21.3,1.8,0.7,2.2,-2.504780663
21.4,1.8,0.7,2.2,-2.610341876
21.5,1.8,0.7,2.2,-2.725270569
21.6,1.8,0.7,2.2,-2.851222069
21.7,1.8,0.7,2.2,-2.990195672
21.8,1.8,0.7,2.2,-3.144609776
21.9,1.8,0.7,2.2,-3.317399249
22,1.8,0.7,2.2,-3.512142447
22.1,1.8,0.7,2.2,-3.733227927
22.2,1.8,0.7,2.2,-3.986074697
22.3,1.8,0.7,2.2,-4.277425291
22.4,1.8,0.7,2.2,-4.615738751
22.5,1.8,0.7,2.2,-5.011721786
22.6,1.8,0.7,2.2,-5.479051903
22.7,1.8,0.7,2.2,-6.035365821
22.8,1.8,0.7,2.2,-6.703602594
22.9,1.8,0.7,2.2,-7.513766262
23,1.8,0.7,2.2,-8.504948184
23.1,1.8,0.7,2.2,-9.726356786
23.2,1.8,0.7,2.2,-11.23128133
23.3,1.8,0.7,2.2,-13.0372229
23.4,1.8,0.7,2.2,-14.9507311
23.5,1.8,0.7,2.2,-16.12340437
23.6,1.8,0.7,2.2,-15.42201828
23.7,1.8,0.7,2.2,-13.40796816
23.8,1.8,0.7,2.2,-11.25804734
23.9,1.8,0.7,2.2,-9.398876358
24,1.8,0.7,2.2,-7.873629215
24.1,1.8,0.7,2.2,-6.637296254
24.2,1.8,0.7,2.2,-5.636267113
24.3,1.8,0.7,2.2,-4.824175259
24.4,1.8,0.7,2.2,-4.163438321
24.5,1.8,0.7,2.2,-3.624058776
24.6,1.8,0.7,2.2,-3.18217442
24.7,1.8,0.7,2.2,-2.818816373
24.8,1.8,0.7,2.2,-2.518906386
24.9,1.8,0.7,2.2,-2.270454668
25,1.8,0.7,2.2,-2.063918887
25.1,1.8,0.7,2.2,-1.891693142
25.2,1.8,0.7,2.2,-1.74770211
25.3,1.8,0.7,2.2,-1.627080106
25.4,1.8,0.7,2.2,-1.525918217
25.5,1.8,0.7,2.2,-1.441065621
25.6,1.8,0.7,2.2,-1.369973692
25.7,1.8,0.7,2.2,-1.310573738
25.8,1.8,0.7,2.2,-1.261181038
25.9,1.8,0.7,2.2,-1.220419435
26,1.8,0.7,2.2,-1.187161949
26.1,1.8,0.7,2.2,-1.160483903
26.2,1.8,0.7,2.2,-1.139625834
26.3,1.8,0.7,2.2,-1.123964071
26.4,1.8,0.7,2.2,-1.112987343
26.5,1.8,0.7,2.2,-1.106278149
26.6,1.8,0.7,2.2,-1.103497913
26.7,1.8,0.7,2.2,-1.104375147
26.8,1.8,0.7,2.2,-1.108696049
26.9,1.8,0.7,2.2,-1.116297058
27,1.8,0.7,2.2,-1.12705902
27.1,1.8,0.7,2.2,-1.14090268
27.2,1.8,0.7,2.2,-1.157785293
27.3,1.8,0.7,2.2,-1.177698186
27.4,1.8,0.7,2.2,-1.200665146
27.5,1.8,0.7,2.2,-1.226741549
27.6,1.8,0.7,2.2,-1.25601416
27.7,1.8,0.7,2.2,-1.288601569
27.8,1.8,0.7,2.2,-1.324655235
27.9,1.8,0.7,2.2,-1.364361146
28,1.8,0.7,2.2,-1.407942091
28.1,1.8,0.7,2.2,-1.455660591
28.2,1.8,0.7,2.2,-1.507822508
28.3,1.8,0.7,2.2,-1.56478142
28.4,1.8,0.7,2.2,-1.626943792
28.5,1.8,0.7,2.2,-1.694775067
28.6,1.8,0.7,2.2,-1.768806748
28.7,1.8,0.7,2.2,-1.849644595
28.8,1.8,0.7,2.2,-1.937978055
28.9,1.8,0.7,2.2,-2.034591072
29,1.8,0.7,2.2,-2.140374402
29.1,1.8,0.7,2.2,-2.256339594
29.2,1.8,0.7,2.2,-2.383634767
29.3,1.8,0.7,2.2,-2.523562314
29.4,1.8,0.7,2.2,-2.677598633
29.5,1.8,0.7,2.2,-2.847415925
29.6,1.8,0.7,2.2,-3.034906028
29.7,1.8,0.7,2.2,-3.24220615
29.8,1.8,0.7,2.2,-3.471726191
29.9,1.8,0.7,2.2,-3.726177099
30,1.8,0.7,2.2,-4.008599385
30.1,1.8,0.7,2.2,-4.322390386
30.2,1.8,0.7,2.2,-4.671328055
30.3,1.8,0.7,2.2,-5.059587736
30.4,1.8,0.7,2.2,-5.491746018
30.5,1.8,0.7,2.2,-5.972761584
30.6,1.8,0.7,2.2,-6.507915088
30.7,1.8,0.7,2.2,-7.102675353
30.8,1.8,0.7,2.2,-7.762431195
30.9,1.8,0.7,2.2,-8.491975577
31,1.8,0.7,2.2,-9.294531907
31.1,1.8,0.7,2.2,-10.16994274
31.2,1.8,0.7,2.2,-11.11137925
31.3,1.8,0.7,2.2,-12.09965749
31.4,1.8,0.7,2.2,-13.09446817
31.5,1.8,0.7,2.2,-14.024171
31.6,1.8,0.7,2.2,-14.78299094
31.7,1.8,0.7,2.2,-15.25377059
31.8,1.8,0.7,2.2,-15.36345962
31.9,1.8,0.7,2.2,-15.13112818
32,1.8,0.7,2.2,-14.65378663
32.1,1.8,0.7,2.2,-14.04752312
32.2,1.8,0.7,2.2,-13.40380041
32.3,1.8,0.7,2.2,-12.77955404
32.4,1.8,0.7,2.2,-12.20482045
32.5,1.8,0.7,2.2,-11.69290379
32.6,1.8,0.7,2.2,-11.24787121
32.7,1.8,0.7,2.2,-10.86911294
32.8,1.8,0.7,2.2,-10.55388386
32.9,1.8,0.7,2.2,-10.29865035
33,1.8,0.7,2.2,-10.09977264
33.1,1.8,0.7,2.2,-9.953827033
33.2,1.8,0.7,2.2,-9.857735074
33.3,1.8,0.7,2.2,-9.808789236
33.4,1.8,0.7,2.2,-9.804622537
33.5,1.8,0.7,2.2,-9.843146775
33.6,1.8,0.7,2.2,-9.922471573
33.7,1.8,0.7,2.2,-10.04080965
33.8,1.8,0.7,2.2,-10.19636988
33.9,1.8,0.7,2.2,-10.3872375
34,1.8,0.7,2.2,-10.61123998
34.1,1.8,0.7,2.2,-10.86579651
34.2,1.8,0.7,2.2,-11.14775068
34.3,1.8,0.7,2.2,-11.45318842
34.4,1.8,0.7,2.2,-11.77724901
34.5,1.8,0.7,2.2,-12.11394643
34.6,1.8,0.7,2.2,-12.45699186
34.7,1.8,0.7,2.2,-12.79497462
34.8,1.8,0.7,2.2,-13.11154702
34.9,1.8,0.7,2.2,-13.38774501
35,1.8,0.7,2.2,-13.6040664
35.1,1.8,0.7,2.2,-13.74354786
35.2,1.8,0.7,2.2,-13.79509864
35.3,1.8,0.7,2.2,-13.75587897
35.4,1.8,0.7,2.2,-13.63169726
35.5,1.8,0.7,2.2,-13.4352993
35.6,1.8,0.7,2.2,-13.183409
35.7,1.8,0.7,2.2,-12.89373463
35.8,1.8,0.7,2.2,-12.58279071
35.9,1.8,0.7,2.2,-12.26476482
36,1.8,0.7,2.2,-11.95122063
36.1,1.8,0.7,2.2,-11.65128387
36.2,1.8,0.7,2.2,-11.37200688
36.3,1.8,0.7,2.2,-11.11872042
36.4,1.8,0.7,2.2,-10.89528678
36.5,1.8,0.7,2.2,-10.70424415
36.6,1.8,0.7,2.2,-10.54687758
36.7,1.8,0.7,2.2,-10.42327134
36.8,1.8,0.7,2.2,-10.33239513
36.9,1.8,0.7,2.2,-10.27225698
37,1.8,0.7,2.2,-10.24012715
37.1,1.8,0.7,2.2,-10.23281164
37.2,1.8,0.7,2.2,-10.24693791
37.3,1.8,0.7,2.2,-10.27921454
37.4,1.8,0.7,2.2,-10.32663628
37.5,1.8,0.7,2.2,-10.38662152
37.6,1.8,0.7,2.2,-10.45708358
37.7,1.8,0.7,2.2,-10.53644708
37.8,1.8,0.7,2.2,-10.62362503
37.9,1.8,0.7,2.2,-10.71797236
38,1.8,0.7,2.2,-10.81922891
38.1,1.8,0.7,2.2,-10.92746154
38.2,1.8,0.7,2.2,-11.0430113
38.3,1.8,0.7,2.2,-11.16644889
38.4,1.8,0.7,2.2,-11.29853991
38.5,1.8,0.7,2.2,-11.44021968
38.6,1.8,0.7,2.2,-11.59257724
38.7,1.8,0.7,2.2,-11.75684732
38.8,1.8,0.7,2.2,-11.93440973
38.9,1.8,0.7,2.2,-12.12679485
39,1.8,0.7,2.2,-12.33569497
39.1,1.8,0.7,2.2,-12.56298052
39.2,1.8,0.7,2.2,-12.81072096
39.3,1.8,0.7,2.2,-13.08120946
39.4,1.8,0.7,2.2,-13.37699062
39.5,1.8,0.7,2.2,-13.70088925
39.6,1.8,0.7,2.2,-14.05603673
39.7,1.8,0.7,2.2,-14.44588824
39.8,1.8,0.7,2.2,-14.8742179
39.9,1.8,0.7,2.2,-15.34506747
40,1.8,0.7,2.2,-15.86260256
40.1,1.8,0.7,2.2,-16.43079016
40.2,1.8,0.7,2.2,-17.05273676
40.3,1.8,0.7,2.2,-17.72939232
40.4,1.8,0.7,2.2,-18.45710297
40.5,1.8,0.7,2.2,-19.22319407
40.6,1.8,0.7,2.2,-19.99862503
40.7,1.8,0.7,2.2,-20.72778283
40.8,1.8,0.7,2.2,-21.3201454
40.9,1.8,0.7,2.2,-21.65840246
41,1.8,0.7,2.2,-21.64057942
41.1,1.8,0.7,2.2,-21.24072756
41.2,1.8,0.7,2.2,-20.52775269
41.3,1.8,0.7,2.2,-19.61918365
41.4,1.8,0.7,2.2,-18.62353902
41.5,1.8,0.7,2.2,-17.61532178
41.6,1.8,0.7,2.2,-16.63709296
41.7,1.8,0.7,2.2,-15.70979824
41.8,1.8,0.7,2.2,-14.84180756
41.9,1.8,0.7,2.2,-14.03478118
42,1.8,0.7,2.2,-13.28704078
42.1,1.8,0.7,2.2,-12.59539458
42.2,1.8,0.7,2.2,-11.95608974
42.3,1.8,0.7,2.2,-11.36529211
42.4,1.8,0.7,2.2,-10.81931578
42.5,1.8,0.7,2.2,-10.3147222
42.6,1.8,0.7,2.2,-9.848352863
42.7,1.8,0.7,2.2,-9.41732938
42.8,1.8,0.7,2.2,-9.0190386
42.9,1.8,0.7,2.2,-8.651112101
43,1.8,0.7,2.2,-8.311404581
43.1,1.8,0.7,2.2,-7.997973406
43.2,1.8,0.7,2.2,-7.709060316
43.3,1.8,0.7,2.2,-7.443075721
43.4,1.8,0.7,2.2,-7.198585819
43.5,1.8,0.7,2.2,-6.974302754
43.6,1.8,0.7,2.2,-6.769078035
43.7,1.8,0.7,2.2,-6.581898649
43.8,1.8,0.7,2.2,-6.411881328
43.9,1.8,0.7,2.2,-6.25824454
44,1.8,0.7,2.2,-6.120189854
44.1,1.8,0.7,2.2,-5.996561724
44.2,1.8,0.7,2.2,-5.885460772
44.3,1.8,0.7,2.2,-5.78511579
44.4,1.8,0.7,2.2,-5.695751812
44.5,1.8,0.7,2.2,-5.618600287
44.6,1.8,0.7,2.2,-5.553991746
44.7,1.8,0.7,2.2,-5.501510163
44.8,1.8,0.7,2.2,-5.460598185
44.9,1.8,0.7,2.2,-5.430776427
45,1.8,0.7,2.2,-5.41166439
45.1,1.8,0.7,2.2,-5.402958792
45.2,1.8,0.7,2.2,-5.404412347
45.3,1.8,0.7,2.2,-5.415818907
45.4,1.8,0.7,2.2,-5.437003489
45.5,1.8,0.7,2.2,-5.467815348
45.6,1.8,0.7,2.2,-5.508122843
45.7,1.8,0.7,2.2,-5.557809337
45.8,1.8,0.7,2.2,-5.6167697
45.9,1.8,0.7,2.2,-5.684907147
46,1.8,0.7,2.2,-5.76213022
46.1,1.8,0.7,2.2,-5.848349785
46.2,1.8,0.7,2.2,-5.943475937
46.3,1.8,0.7,2.2,-6.047414691
46.4,1.8,0.7,2.2,-6.160064358
46.5,1.8,0.7,2.2,-6.281311488
46.6,1.8,0.7,2.2,-6.411026232
46.7,1.8,0.7,2.2,-6.549056985
46.8,1.8,0.7,2.2,-6.695224135
46.9,1.8,0.7,2.2,-6.849312716
47,1.8,0.7,2.2,-7.011063771
47.1,1.8,0.7,2.2,-7.180164184
47.2,1.8,0.7,2.2,-7.356234755
47.3,1.8,0.7,2.2,-7.53881628
47.4,1.8,0.7,2.2,-7.727353446
47.5,1.8,0.7,2.2,-7.921176413
47.6,1.8,0.7,2.2,-8.119480061
47.7,1.8,0.7,2.2,-8.32130111
47.8,1.8,0.7,2.2,-8.525493578
47.9,1.8,0.7,2.2,-8.730703533
48,1.8,0.7,2.2,-8.935344611
48.1,1.8,0.7,2.2,-9.137576603
48.2,1.8,0.7,2.2,-9.335290231
48.3,1.8,0.7,2.2,-9.526102261
48.4,1.8,0.7,2.2,-9.707365918
48.5,1.8,0.7,2.2,-9.876202081
48.6,1.8,0.7,2.2,-10.02955652
48.7,1.8,0.7,2.2,-10.16428698
48.8,1.8,0.7,2.2,-10.27728115
48.9,1.8,0.7,2.2,-10.36560191
49,1.8,0.7,2.2,-10.42665066
20,1.8,1.2,2.2,-2.025842578
20.1,1.8,1.2,2.2,-2.107247167
20.2,1.8,1.2,2.2,-2.190210967
20.3,1.8,1.2,2.2,-2.274786681
20.4,1.8,1.2,2.2,-2.361108733
20.5,1.8,1.2,2.2,-2.449406945
20.6,1.8,1.2,2.2,-2.54002007
20.7,1.8,1.2,2.2,-2.633409417
20.8,1.8,1.2,2.2,-2.730172994
20.9,1.8,1.2,2.2,-2.831060923
21,1.8,1.2,2.2,-2.936993097
21.1,1.8,1.2,2.2,-3.049080425
21.2,1.8,1.2,2.2,-3.168651321
21.3,1.8,1.2,2.2,-3.297285555
21.4,1.8,1.2,2.2,-3.436858134
21.5,1.8,1.2,2.2,-3.589596641
21.6,1.8,1.2,2.2,-3.758156545
21.7,1.8,1.2,2.2,-3.945720525
21.8,1.8,1.2,2.2,-4.156130165
21.9,1.8,1.2,2.2,-4.394061756
22,1.8,1.2,2.2,-4.665263196
22.1,1.8,1.2,2.2,-4.976877181
22.2,1.8,1.2,2.2,-5.337889075
22.3,1.8,1.2,2.2,-5.759759963
22.4,1.8,1.2,2.2,-6.257343722
22.5,1.8,1.2,2.2,-6.850256403
22.6,1.8,1.2,2.2,-7.564998018
22.7,1.8,1.2,2.2,-8.438388954
22.8,1.8,1.2,2.2,-9.523426902
22.9,1.8,1.2,2.2,-10.89981755
23,1.8,1.2,2.2,-12.69361794
23.1,1.8,1.2,2.2,-15.11090411
23.2,1.8,1.2,2.2,-18.43200957
23.3,1.8,1.2,2.2,-22.0192475
23.4,1.8,1.2,2.2,-20.81850773
23.5,1.8,1.2,2.2,-16.69133914
23.6,1.8,1.2,2.2,-13.37944323
23.7,1.8,1.2,2.2,-10.91294348
23.8,1.8,1.2,2.2,-9.027047454
23.9,1.8,1.2,2.2,-7.54919004
24,1.8,1.2,2.2,-6.371697532
24.1,1.8,1.2,2.2,-5.423239386
24.2,1.8,1.2,2.2,-4.653541722
24.3,1.8,1.2,2.2,-4.025440972
24.4,1.8,1.2,2.2,-3.510561057
24.5,1.8,1.2,2.2,-3.086792209
24.6,1.8,1.2,2.2,-2.736698583
24.7,1.8,1.2,2.2,-2.446432731
24.8,1.8,1.2,2.2,-2.204948957
24.9,1.8,1.2,2.2,-2.003409091
25,1.8,1.2,2.2,-1.834722552
25.1,1.8,1.2,2.2,-1.693185879
25.2,1.8,1.2,2.2,-1.574198636
25.3,1.8,1.2,2.2,-1.474039056
25.4,1.8,1.2,2.2,-1.389686756
25.5,1.8,1.2,2.2,-1.318682617
25.6,1.8,1.2,2.2,-1.259017971
25.7,1.8,1.2,2.2,-1.209046898
25.8,1.8,1.2,2.2,-1.167416698
25.9,1.8,1.2,2.2,-1.133012686
26,1.8,1.2,2.2,-1.104914256
26.1,1.8,1.2,2.2,-1.082359827
26.2,1.8,1.2,2.2,-1.064718805
26.3,1.8,1.2,2.2,-1.051469112
26.4,1.8,1.2,2.2,-1.042179115
26.5,1.8,1.2,2.2,-1.036493086
26.6,1.8,1.2,2.2,-1.034119473
26.7,1.8,1.2,2.2,-1.034821436
26.8,1.8,1.2,2.2,-1.038409222
26.9,1.8,1.2,2.2,-1.044734027
27,1.8,1.2,2.2,-1.053683087
27.1,1.8,1.2,2.2,-1.065175775
27.2,1.8,1.2,2.2,-1.079160556
27.3,1.8,1.2,2.2,-1.095612648
27.4,1.8,1.2,2.2,-1.114532308
27.5,1.8,1.2,2.2,-1.135943649
27.6,1.8,1.2,2.2,-1.159893952
27.7,1.8,1.2,2.2,-1.1864534
27.8,1.8,1.2,2.2,-1.215715245
27.9,1.8,1.2,2.2,-1.247796352
28,1.8,1.2,2.2,-1.28283815
28.1,1.8,1.2,2.2,-1.321007976
28.2,1.8,1.2,2.2,-1.362500832
28.3,1.8,1.2,2.2,-1.407541579
28.4,1.8,1.2,2.2,-1.456387605
28.5,1.8,1.2,2.2,-1.509332014
28.6,1.8,1.2,2.2,-1.566707385
28.7,1.8,1.2,2.2,-1.628890169
28.8,1.8,1.2,2.2,-1.696305819
28.9,1.8,1.2,2.2,-1.769434729
29,1.8,1.2,2.2,-1.848819109
29.1,1.8,1.2,2.2,-1.935070921
29.2,1.8,1.2,2.2,-2.028881032
29.3,1.8,1.2,2.2,-2.131029762
29.4,1.8,1.2,2.2,-2.242399023
29.5,1.8,1.2,2.2,-2.363986311
29.6,1.8,1.2,2.2,-2.496920807
29.7,1.8,1.2,2.2,-2.642481935
29.8,1.8,1.2,2.2,-2.802120762
29.9,1.8,1.2,2.2,-2.977484717
30,1.8,1.2,2.2,-3.170446216
30.1,1.8,1.2,2.2,-3.383135923
30.2,1.8,1.2,2.2,-3.617981634
30.3,1.8,1.2,2.2,-3.87775404
30.4,1.8,1.2,2.2,-4.165621186
30.5,1.8,1.2,2.2,-4.485214121
30.6,1.8,1.2,2.2,-4.840707427
30.7,1.8,1.2,2.2,-5.236920025
30.8,1.8,1.2,2.2,-5.679444386
30.9,1.8,1.2,2.2,-6.174816449
31,1.8,1.2,2.2,-6.730745106
31.1,1.8,1.2,2.2,-7.356430417
31.2,1.8,1.2,2.2,-8.063016057
31.3,1.8,1.2,2.2,-8.864247637
31.4,1.8,1.2,2.2,-9.77745015
31.5,1.8,1.2,2.2,-10.82500177
31.6,1.8,1.2,2.2,-12.03656643
31.7,1.8,1.2,2.2,-13.4523909
31.8,1.8,1.2,2.2,-15.12756717
31.9,1.8,1.2,2.2,-17.1340301
32,1.8,1.2,2.2,-19.53841048
32.1,1.8,1.2,2.2,-22.23298521
32.2,1.8,1.2,2.2,-24.22784693
32.3,1.8,1.2,2.2,-23.67627124
32.4,1.8,1.2,2.2,-21.41160036
32.5,1.8,1.2,2.2,-19.11890334
32.6,1.8,1.2,2.2,-17.21275108
32.7,1.8,1.2,2.2,-15.67008518
32.8,1.8,1.2,2.2,-14.41389899
32.9,1.8,1.2,2.2,-13.37960431
33,1.8,1.2,2.2,-12.51962113
33.1,1.8,1.2,2.2,-11.79935911
33.2,1.8,1.2,2.2,-11.19332782
33.3,1.8,1.2,2.2,-10.68237089
33.4,1.8,1.2,2.2,-10.25180866
33.5,1.8,1.2,2.2,-9.890193855
33.6,1.8,1.2,2.2,-9.588465398
33.7,1.8,1.2,2.2,-9.339360846
33.8,1.8,1.2,2.2,-9.136999352
33.9,1.8,1.2,2.2,-8.976578967
34,1.8,1.2,2.2,-8.854152152
34.1,1.8,1.2,2.2,-8.766455738
34.2,1.8,1.2,2.2,-8.710779413
34.3,1.8,1.2,2.2,-8.684861792
34.4,1.8,1.2,2.2,-8.686806414
34.5,1.8,1.2,2.2,-8.715012133
34.6,1.8,1.2,2.2,-8.768113805
34.7,1.8,1.2,2.2,-8.844930151
34.8,1.8,1.2,2.2,-8.944416316
34.9,1.8,1.2,2.2,-9.065619111
35,1.8,1.2,2.2,-9.207633209
35.1,1.8,1.2,2.2,-9.369556846
35.2,1.8,1.2,2.2,-9.550445725
35.3,1.8,1.2,2.2,-9.749264105
35.4,1.8,1.2,2.2,-9.964832306
35.5,1.8,1.2,2.2,-10.19577038
35.6,1.8,1.2,2.2,-10.44043834
35.7,1.8,1.2,2.2,-10.69687451
35.8,1.8,1.2,2.2,-10.96273506
35.9,1.8,1.2,2.2,-11.23523979
36,1.8,1.2,2.2,-11.51113222
36.1,1.8,1.2,2.2,-11.78666442
36.2,1.8,1.2,2.2,-12.05762016
36.3,1.8,1.2,2.2,-12.31939071
36.4,1.8,1.2,2.2,-12.56711614
36.5,1.8,1.2,2.2,-12.79589867
36.6,1.8,1.2,2.2,-13.00108281
36.7,1.8,1.2,2.2,-13.17858063
36.8,1.8,1.2,2.2,-13.3252035
36.9,1.8,1.2,2.2,-13.43894877
37,1.8,1.2,2.2,-13.51918997
37.1,1.8,1.2,2.2,-13.56673251
37.2,1.8,1.2,2.2,-13.58372403
37.3,1.8,1.2,2.2,-13.5734383
37.4,1.8,1.2,2.2,-13.53997559
37.5,1.8,1.2,2.2,-13.48793235
37.6,1.8,1.2,2.2,-13.42208894
37.7,1.8,1.2,2.2,-13.34714965
37.8,1.8,1.2,2.2,-13.26755164
37.9,1.8,1.2,2.2,-13.18734446
38,1.8,1.2,2.2,-13.11013118
38.1,1.8,1.2,2.2,-13.03905761
38.2,1.8,1.2,2.2,-12.97683529
38.3,1.8,1.2,2.2,-12.92578558
38.4,1.8,1.2,2.2,-12.88789496
38.5,1.8,1.2,2.2,-12.86487478
38.6,1.8,1.2,2.2,-12.85822083
38.7,1.8,1.2,2.2,-12.8692704
38.8,1.8,1.2,2.2,-12.89925577
38.9,1.8,1.2,2.2,-12.94935409
39,1.8,1.2,2.2,-13.02073423
39.1,1.8,1.2,2.2,-13.11460178
39.2,1.8,1.2,2.2,-13.2322434
39.3,1.8,1.2,2.2,-13.37507255
39.4,1.8,1.2,2.2,-13.5446783
39.5,1.8,1.2,2.2,-13.74288008
39.6,1.8,1.2,2.2,-13.97179138
39.7,1.8,1.2,2.2,-14.23389664
39.8,1.8,1.2,2.2,-14.53214712
39.9,1.8,1.2,2.2,-14.8700836
40,1.8,1.2,2.2,-15.25199757
40.1,1.8,1.2,2.2,-15.68314806
40.2,1.8,1.2,2.2,-16.1700603
40.3,1.8,1.2,2.2,-16.72094757
40.4,1.8,1.2,2.2,-17.34632382
40.5,1.8,1.2,2.2,-18.059921
40.6,1.8,1.2,2.2,-18.88011267
40.7,1.8,1.2,2.2,-19.83221739
40.8,1.8,1.2,2.2,-20.95241529
40.9,1.8,1.2,2.2,-22.29481797
41,1.8,1.2,2.2,-23.94518282
41.1,1.8,1.2,2.2,-26.04981494
41.2,1.8,1.2,2.2,-28.88079288
41.3,1.8,1.2,2.2,-32.95175265
41.4,1.8,1.2,2.2,-37.86576329
41.5,1.8,1.2,2.2,-35.17227881
41.6,1.8,1.2,2.2,-30.1516372
41.7,1.8,1.2,2.2,-26.60912499
41.8,1.8,1.2,2.2,-23.99347127
41.9,1.8,1.2,2.2,-21.93575109
42,1.8,1.2,2.2,-20.24386499
42.1,1.8,1.2,2.2,-18.80960007
42.2,1.8,1.2,2.2,-17.56686368
42.3,1.8,1.2,2.2,-16.47259031
42.4,1.8,1.2,2.2,-15.49725523
42.5,1.8,1.2,2.2,-14.61978046
42.6,1.8,1.2,2.2,-13.82461503
42.7,1.8,1.2,2.2,-13.09996839
42.8,1.8,1.2,2.2,-12.4366924
42.9,1.8,1.2,2.2,-11.82754634
43,1.8,1.2,2.2,-11.26669804
43.1,1.8,1.2,2.2,-10.74937561
43.2,1.8,1.2,2.2,-10.27161874
43.3,1.8,1.2,2.2,-9.830097198
43.4,1.8,1.2,2.2,-9.42197628
43.5,1.8,1.2,2.2,-9.044815427
43.6,1.8,1.2,2.2,-8.696490972
43.7,1.8,1.2,2.2,-8.375136664
43.8,1.8,1.2,2.2,-8.079097514
43.9,1.8,1.2,2.2,-7.806893782
44,1.8,1.2,2.2,-7.557192754
44.1,1.8,1.2,2.2,-7.328786595
44.2,1.8,1.2,2.2,-7.120574959
44.3,1.8,1.2,2.2,-6.931551348
44.4,1.8,1.2,2.2,-6.760792468
44.5,1.8,1.2,2.2,-6.607449954
44.6,1.8,1.2,2.2,-6.470743999
44.7,1.8,1.2,2.2,-6.349958499
44.8,1.8,1.2,2.2,-6.244437429
44.9,1.8,1.2,2.2,-6.15358219
45,1.8,1.2,2.2,-6.076849752
45.1,1.8,1.2,2.2,-6.013751449
45.2,1.8,1.2,2.2,-5.963852286
45.3,1.8,1.2,2.2,-5.926770688
45.4,1.8,1.2,2.2,-5.902178607
45.5,1.8,1.2,2.2,-5.889801934
45.6,1.8,1.2,2.2,-5.889421154
45.7,1.8,1.2,2.2,-5.900872214
45.8,1.8,1.2,2.2,-5.924047532
45.9,1.8,1.2,2.2,-5.958897105
46,1.8,1.2,2.2,-6.005429623
46.1,1.8,1.2,2.2,-6.063713482
46.2,1.8,1.2,2.2,-6.133877535
46.3,1.8,1.2,2.2,-6.216111378
46.4,1.8,1.2,2.2,-6.310664842
46.5,1.8,1.2,2.2,-6.417846288
46.6,1.8,1.2,2.2,-6.538019088
46.7,1.8,1.2,2.2,-6.671595503
46.8,1.8,1.2,2.2,-6.819026828
46.9,1.8,1.2,2.2,-6.980788296
47,1.8,1.2,2.2,-7.157356735
47.1,1.8,1.2,2.2,-7.349178271
47.2,1.8,1.2,2.2,-7.556622574
47.3,1.8,1.2,2.2,-7.779919166
47.4,1.8,1.2,2.2,-8.019070249
47.5,1.8,1.2,2.2,-8.273733557
47.6,1.8,1.2,2.2,-8.543068324
47.7,1.8,1.2,2.2,-8.825538357
47.8,1.8,1.2,2.2,-9.118669866
47.9,1.8,1.2,2.2,-9.418770314
48,1.8,1.2,2.2,-9.720631227
48.1,1.8,1.2,2.2,-10.01726531
48.2,1.8,1.2,2.2,-10.29976672
48.3,1.8,1.2,2.2,-10.55742465
48.4,1.8,1.2,2.2,-10.77824132
48.5,1.8,1.2,2.2,-10.94996669
48.6,1.8,1.2,2.2,-11.06162393
48.7,1.8,1.2,2.2,-11.10526998
48.8,1.8,1.2,2.2,-11.07751335
48.9,1.8,1.2,2.2,-10.98026424
49,1.8,1.2,2.2,-10.82042236
20,1.8,1.2,4.4,-1.477976561
20.1,1.8,1.2,4.4,-1.50610592
20.2,1.8,1.2,4.4,-1.533069938
20.3,1.8,1.2,4.4,-1.560750056
20.4,1.8,1.2,4.4,-1.590676284
20.5,1.8,1.2,4.4,-1.624128014
20.6,1.8,1.2,4.4,-1.662213928
20.7,1.8,1.2,4.4,-1.705936042
20.8,1.8,1.2,4.4,-1.756242298
20.9,1.8,1.2,4.4,-1.814071382
21,1.8,1.2,4.4,-1.880392806
21.1,1.8,1.2,4.4,-1.956244815
21.2,1.8,1.2,4.4,-2.042772338
21.3,1.8,1.2,4.4,-2.141267022
21.4,1.8,1.2,4.4,-2.253211313
21.5,1.8,1.2,4.4,-2.3803286
21.6,1.8,1.2,4.4,-2.524641553
21.7,1.8,1.2,4.4,-2.688541013
21.8,1.8,1.2,4.4,-2.87486807
21.9,1.8,1.2,4.4,-3.087012239
22,1.8,1.2,4.4,-3.329029012
22.1,1.8,1.2,4.4,-3.60578032
22.2,1.8,1.2,4.4,-3.923101666
22.3,1.8,1.2,4.4,-4.287999757
22.4,1.8,1.2,4.4,-4.708884277
22.5,1.8,1.2,4.4,-5.195836652
22.6,1.8,1.2,4.4,-5.760916266
22.7,1.8,1.2,4.4,-6.418497206
22.8,1.8,1.2,4.4,-7.185605649
22.9,1.8,1.2,4.4,-8.082157223
