Freq [GHz],g1(mm),w1(mm),Dielectric Constant,"S(1,1) in dB"
21.7,2,0.4,2.2,-1.771480227
21.8,2,0.4,2.2,-1.809055829
21.9,2,0.4,2.2,-1.854977552
22,2,0.4,2.2,-1.910110883
22.1,2,0.4,2.2,-1.975559741
22.2,2,0.4,2.2,-2.052706934
22.3,2,0.4,2.2,-2.143270924
22.4,2,0.4,2.2,-2.249381278
22.5,2,0.4,2.2,-2.37367602
22.6,2,0.4,2.2,-2.51942459
22.7,2,0.4,2.2,-2.690679504
22.8,2,0.4,2.2,-2.892456904
22.9,2,0.4,2.2,-3.130937867
23,2,0.4,2.2,-3.413662421
23.1,2,0.4,2.2,-3.749643277
23.2,2,0.4,2.2,-4.149228567
23.3,2,0.4,2.2,-4.623335715
23.4,2,0.4,2.2,-5.181255481
23.5,2,0.4,2.2,-5.825430244
23.6,2,0.4,2.2,-6.540443921
23.7,2,0.4,2.2,-7.273242976
23.8,2,0.4,2.2,-7.908617571
23.9,2,0.4,2.2,-8.270347258
24,2,0.4,2.2,-8.202852127
24.1,2,0.4,2.2,-7.701087018
24.2,2,0.4,2.2,-6.920246236
24.3,2,0.4,2.2,-6.04878389
24.4,2,0.4,2.2,-5.214543736
24.5,2,0.4,2.2,-4.47691432
24.6,2,0.4,2.2,-3.851827467
24.7,2,0.4,2.2,-3.333999658
24.8,2,0.4,2.2,-2.909969728
24.9,2,0.4,2.2,-2.564528926
25,2,0.4,2.2,-2.283498746
25.1,2,0.4,2.2,-2.054699159
25.2,2,0.4,2.2,-1.868090158
25.3,2,0.4,2.2,-1.715576121
25.4,2,0.4,2.2,-1.590704263
25.5,2,0.4,2.2,-1.488359061
25.6,2,0.4,2.2,-1.404492032
25.7,2,0.4,2.2,-1.335897469
25.8,2,0.4,2.2,-1.280032446
25.9,2,0.4,2.2,-1.234875012
26,2,0.4,2.2,-1.198813591
26.1,2,0.4,2.2,-1.170561145
26.2,2,0.4,2.2,-1.149088684
26.3,2,0.4,2.2,-1.133573766
26.4,2,0.4,2.2,-1.123360566
26.5,2,0.4,2.2,-1.117928887
26.6,2,0.4,2.2,-1.116870086
26.7,2,0.4,2.2,-1.11986838
26.8,2,0.4,2.2,-1.126686368
26.9,2,0.4,2.2,-1.137153869
27,2,0.4,2.2,-1.151159417
27.1,2,0.4,2.2,-1.168643904
27.2,2,0.4,2.2,-1.189595981
27.3,2,0.4,2.2,-1.214048939
27.4,2,0.4,2.2,-1.242078869
27.5,2,0.4,2.2,-1.273803948
27.6,2,0.4,2.2,-1.309384751
27.7,2,0.4,2.2,-1.349025554
27.8,2,0.4,2.2,-1.392976575
27.9,2,0.4,2.2,-1.441537204
28,2,0.4,2.2,-1.495060227
28.1,2,0.4,2.2,-1.553957129
28.2,2,0.4,2.2,-1.618704571
28.3,2,0.4,2.2,-1.689852137
28.4,2,0.4,2.2,-1.768031517
28.5,2,0.4,2.2,-1.853967265
28.6,2,0.4,2.2,-1.948489326
28.7,2,0.4,2.2,-2.052547511
28.8,2,0.4,2.2,-2.167228116
28.9,2,0.4,2.2,-2.293772863
29,2,0.4,2.2,-2.433600278
29.1,2,0.4,2.2,-2.588329552
29.2,2,0.4,2.2,-2.759806763
29.3,2,0.4,2.2,-2.950133078
29.4,2,0.4,2.2,-3.161694109
29.5,2,0.4,2.2,-3.397188969
29.6,2,0.4,2.2,-3.659656455
29.7,2,0.4,2.2,-3.952494144
29.8,2,0.4,2.2,-4.279463494
29.9,2,0.4,2.2,-4.644669679
30,2,0.4,2.2,-5.052497755
30.1,2,0.4,2.2,-5.507474844
30.2,2,0.4,2.2,-6.014007962
30.3,2,0.4,2.2,-6.575913636
30.4,2,0.4,2.2,-7.195600806
30.5,2,0.4,2.2,-7.87268579
30.6,2,0.4,2.2,-8.601714623
30.7,2,0.4,2.2,-9.36861199
30.8,2,0.4,2.2,-10.14571417
30.9,2,0.4,2.2,-10.88638477
31,2,0.4,2.2,-11.5230744
31.1,2,0.4,2.2,-11.97638481
31.2,2,0.4,2.2,-12.18063382
31.3,2,0.4,2.2,-12.11547524
31.4,2,0.4,2.2,-11.81713459
31.5,2,0.4,2.2,-11.35786694
31.6,2,0.4,2.2,-10.81391503
31.7,2,0.4,2.2,-10.24533998
31.8,2,0.4,2.2,-9.691548929
31.9,2,0.4,2.2,-9.175050043
32,2,0.4,2.2,-8.706927319
32.1,2,0.4,2.2,-8.291329556
32.2,2,0.4,2.2,-7.928511391
32.3,2,0.4,2.2,-7.616716425
32.4,2,0.4,2.2,-7.353286794
32.5,2,0.4,2.2,-7.135294684
32.6,2,0.4,2.2,-6.959889432
32.7,2,0.4,2.2,-6.824478797
32.8,2,0.4,2.2,-6.726814925
32.9,2,0.4,2.2,-6.665026318
33,2,0.4,2.2,-6.637619852
33.1,2,0.4,2.2,-6.643466751
33.2,2,0.4,2.2,-6.681780476
33.3,2,0.4,2.2,-6.752090967
33.4,2,0.4,2.2,-6.854217681
33.5,2,0.4,2.2,-6.988242608
33.6,2,0.4,2.2,-7.15448378
33.7,2,0.4,2.2,-7.35346935
33.8,2,0.4,2.2,-7.58591199
33.9,2,0.4,2.2,-7.852683128
34,2,0.4,2.2,-8.154786129
34.1,2,0.4,2.2,-8.493326978
34.2,2,0.4,2.2,-8.869480057
34.3,2,0.4,2.2,-9.284445047
34.4,2,0.4,2.2,-9.739388479
34.5,2,0.4,2.2,-10.23535947
34.6,2,0.4,2.2,-10.79374824
34.7,2,0.4,2.2,-11.39271784
34.8,2,0.4,2.2,-12.02304859
34.9,2,0.4,2.2,-12.66934919
35,2,0.4,2.2,-13.30830225
35.1,2,0.4,2.2,-13.90779857
35.2,2,0.4,2.2,-14.42859827
35.3,2,0.4,2.2,-14.83031316
35.4,2,0.4,2.2,-15.08170549
35.5,2,0.4,2.2,-15.17135138
35.6,2,0.4,2.2,-15.11215092
35.7,2,0.4,2.2,-14.93642967
35.8,2,0.4,2.2,-14.68518133
35.9,2,0.4,2.2,-14.39795727
36,2,0.4,2.2,-14.10714741
36.1,2,0.4,2.2,-13.8365069
36.2,2,0.4,2.2,-13.60210668
36.3,2,0.4,2.2,-13.4141019
36.4,2,0.4,2.2,-13.27845357
36.5,2,0.4,2.2,-13.19829764
36.6,2,0.4,2.2,-13.17493367
36.7,2,0.4,2.2,-13.2085024
36.8,2,0.4,2.2,-13.2984363
36.9,2,0.4,2.2,-13.44375213
37,2,0.4,2.2,-13.64323468
37.1,2,0.4,2.2,-13.89554312
37.2,2,0.4,2.2,-14.19925754
37.3,2,0.4,2.2,-14.55287293
37.4,2,0.4,2.2,-14.95473903
37.5,2,0.4,2.2,-15.40293757
37.6,2,0.4,2.2,-15.89508084
37.7,2,0.4,2.2,-16.42800958
37.8,2,0.4,2.2,-16.99736402
37.9,2,0.4,2.2,-17.59700615
38,2,0.4,2.2,-18.21829314
38.1,2,0.4,2.2,-18.84926173
38.2,2,0.4,2.2,-19.47390323
38.3,2,0.4,2.2,-20.07189997
38.4,2,0.4,2.2,-20.61939951
38.5,2,0.4,2.2,-21.09143137
38.6,2,0.4,2.2,-21.46610941
38.7,2,0.4,2.2,-21.72969003
38.8,2,0.4,2.2,-21.8804481
38.9,2,0.4,2.2,-21.92935785
39,2,0.4,2.2,-21.89717484
39.1,2,0.4,2.2,-21.80947343
39.2,2,0.4,2.2,-21.69185164
39.3,2,0.4,2.2,-21.56669559
39.4,2,0.4,2.2,-21.45169069
39.5,2,0.4,2.2,-21.35955643
39.6,2,0.4,2.2,-21.29835565
39.7,2,0.4,2.2,-21.27189366
39.8,2,0.4,2.2,-21.27992797
39.9,2,0.4,2.2,-21.31806741
40,2,0.4,2.2,-21.37735808
40.1,2,0.4,2.2,-21.44368625
40.2,2,0.4,2.2,-21.49732721
40.3,2,0.4,2.2,-21.5132404
40.4,2,0.4,2.2,-21.46292446
40.5,2,0.4,2.2,-21.31844871
40.6,2,0.4,2.2,-21.05827841
40.7,2,0.4,2.2,-20.67292752
40.8,2,0.4,2.2,-20.1676373
40.9,2,0.4,2.2,-19.5605381
41,2,0.4,2.2,-18.87739969
41.1,2,0.4,2.2,-18.14572015
41.2,2,0.4,2.2,-17.39038869
41.3,2,0.4,2.2,-16.63158695
41.4,2,0.4,2.2,-15.88444339
41.5,2,0.4,2.2,-15.15963918
41.6,2,0.4,2.2,-14.4643401
41.7,2,0.4,2.2,-13.80310745
41.8,2,0.4,2.2,-13.17864904
41.9,2,0.4,2.2,-12.59238458
42,2,0.4,2.2,-12.04484775
42.1,2,0.4,2.2,-11.53596109
42.2,2,0.4,2.2,-11.0652183
42.3,2,0.4,2.2,-10.63180225
42.4,2,0.4,2.2,-10.2346605
42.5,2,0.4,2.2,-9.872553842
42.6,2,0.4,2.2,-9.544088937
42.7,2,0.4,2.2,-9.247742583
42.8,2,0.4,2.2,-8.981882307
42.9,2,0.4,2.2,-8.744786123
43,2,0.4,2.2,-8.5346628
43.1,2,0.4,2.2,-8.349672993
43.2,2,0.4,2.2,-8.187950981
43.3,2,0.4,2.2,-8.047626391
43.4,2,0.4,2.2,-7.92684522
43.5,2,0.4,2.2,-7.823789472
43.6,2,0.4,2.2,-7.736694926
43.7,2,0.4,2.2,-7.663866721
43.8,2,0.4,2.2,-7.603692654
43.9,2,0.4,2.2,-7.554654281
44,2,0.4,2.2,-7.515336034
44.1,2,0.4,2.2,-7.484432673
44.2,2,0.4,2.2,-7.460755429
44.3,2,0.4,2.2,-7.443237192
44.4,2,0.4,2.2,-7.430937046
44.5,2,0.4,2.2,-7.423044409
44.6,2,0.4,2.2,-7.418882885
44.7,2,0.4,2.2,-7.417913862
44.8,2,0.4,2.2,-7.41973971
44.9,2,0.4,2.2,-7.424106322
45,2,0.4,2.2,-7.430904564
45.1,2,0.4,2.2,-7.440170102
45.2,2,0.4,2.2,-7.452080936
45.3,2,0.4,2.2,-7.466951934
45.4,2,0.4,2.2,-7.485225645
45.5,2,0.4,2.2,-7.507458749
45.6,2,0.4,2.2,-7.534303702
45.7,2,0.4,2.2,-7.566485374
45.8,2,0.4,2.2,-7.604772895
45.9,2,0.4,2.2,-7.649947326
46,2,0.4,2.2,-7.702766277
46.1,2,0.4,2.2,-7.763926988
46.2,2,0.4,2.2,-7.834029735
46.3,2,0.4,2.2,-7.913543568
46.4,2,0.4,2.2,-8.002776289
46.5,2,0.4,2.2,-8.101850293
46.6,2,0.4,2.2,-8.210685361
46.7,2,0.4,2.2,-8.328988805
46.8,2,0.4,2.2,-8.456252719
46.9,2,0.4,2.2,-8.591757391
47,2,0.4,2.2,-8.734579498
47.1,2,0.4,2.2,-8.883603456
47.2,2,0.4,2.2,-9.037534292
47.3,2,0.4,2.2,-9.194910696
47.4,2,0.4,2.2,-9.354117322
47.5,2,0.4,2.2,-9.513396056
47.6,2,0.4,2.2,-9.670856609
47.7,2,0.4,2.2,-9.824487475
47.8,2,0.4,2.2,-9.972168929
47.9,2,0.4,2.2,-10.1116902
48,2,0.4,2.2,-10.24077325
48.1,2,0.4,2.2,-10.35710545
48.2,2,0.4,2.2,-10.45838323
48.3,2,0.4,2.2,-10.54236748
48.4,2,0.4,2.2,-10.60695054
48.5,2,0.4,2.2,-10.65023231
48.6,2,0.4,2.2,-10.67060137
48.7,2,0.4,2.2,-10.66681507
48.8,2,0.4,2.2,-10.6380711
48.9,2,0.4,2.2,-10.58406308
49,2,0.4,2.2,-10.50501357
20,2,0.8,2.2,-1.768914003
20.1,2,0.8,2.2,-1.786355653
20.2,2,0.8,2.2,-1.807888565
20.3,2,0.8,2.2,-1.833508617
20.4,2,0.8,2.2,-1.863210915
20.5,2,0.8,2.2,-1.896999781
20.6,2,0.8,2.2,-1.934900436
20.7,2,0.8,2.2,-1.976972156
20.8,2,0.8,2.2,-2.023322711
20.9,2,0.8,2.2,-2.074123958
21,2,0.8,2.2,-2.129628558
21.1,2,0.8,2.2,-2.190188004
21.2,2,0.8,2.2,-2.256272327
21.3,2,0.8,2.2,-2.328492155
21.4,2,0.8,2.2,-2.407624079
21.5,2,0.8,2.2,-2.494640689
21.6,2,0.8,2.2,-2.590747043
21.7,2,0.8,2.2,-2.697425884
21.8,2,0.8,2.2,-2.816494579
21.9,2,0.8,2.2,-2.950177607
22,2,0.8,2.2,-3.101199469
22.1,2,0.8,2.2,-3.272904299
22.2,2,0.8,2.2,-3.469410028
22.3,2,0.8,2.2,-3.695806833
22.4,2,0.8,2.2,-3.958411106
22.5,2,0.8,2.2,-4.26508634
22.6,2,0.8,2.2,-4.625637881
22.7,2,0.8,2.2,-5.052271531
22.8,2,0.8,2.2,-5.560056197
22.9,2,0.8,2.2,-6.167194635
23,2,0.8,2.2,-6.894540714
23.1,2,0.8,2.2,-7.762818872
23.2,2,0.8,2.2,-8.783400419
23.3,2,0.8,2.2,-9.93227941
23.4,2,0.8,2.2,-11.08802181
23.5,2,0.8,2.2,-11.93925274
23.6,2,0.8,2.2,-12.04179188
23.7,2,0.8,2.2,-11.25522401
23.8,2,0.8,2.2,-9.942536946
23.9,2,0.8,2.2,-8.528016106
24,2,0.8,2.2,-7.231038965
24.1,2,0.8,2.2,-6.119237305
24.2,2,0.8,2.2,-5.194142194
24.3,2,0.8,2.2,-4.434775766
24.4,2,0.8,2.2,-3.815052426
24.5,2,0.8,2.2,-3.310122168
24.6,2,0.8,2.2,-2.898402207
24.7,2,0.8,2.2,-2.561937953
24.8,2,0.8,2.2,-2.286132241
24.9,2,0.8,2.2,-2.059268621
25,2,0.8,2.2,-1.872007407
25.1,2,0.8,2.2,-1.716926541
25.2,2,0.8,2.2,-1.588131097
25.3,2,0.8,2.2,-1.480933496
25.4,2,0.8,2.2,-1.391597434
25.5,2,0.8,2.2,-1.317135582
25.6,2,0.8,2.2,-1.255150998
25.7,2,0.8,2.2,-1.20371333
25.8,2,0.8,2.2,-1.161262314
25.9,2,0.8,2.2,-1.126532534
26,2,0.8,2.2,-1.098494668
26.1,2,0.8,2.2,-1.076309523
26.2,2,0.8,2.2,-1.059291954
26.3,2,0.8,2.2,-1.04688249
26.4,2,0.8,2.2,-1.038624942
26.5,2,0.8,2.2,-1.034148706
26.6,2,0.8,2.2,-1.033154739
26.7,2,0.8,2.2,-1.035404464
26.8,2,0.8,2.2,-1.040710982
26.9,2,0.8,2.2,-1.048932153
27,2,0.8,2.2,-1.059965177
27.1,2,0.8,2.2,-1.073742416
27.2,2,0.8,2.2,-1.090228234
27.3,2,0.8,2.2,-1.109416699
27.4,2,0.8,2.2,-1.131330032
27.5,2,0.8,2.2,-1.156017699
27.6,2,0.8,2.2,-1.183556086
27.7,2,0.8,2.2,-1.214048724
27.8,2,0.8,2.2,-1.247627015
27.9,2,0.8,2.2,-1.284451468
28,2,0.8,2.2,-1.324713439
28.1,2,0.8,2.2,-1.368637385
28.2,2,0.8,2.2,-1.41648367
28.3,2,0.8,2.2,-1.468551951
28.4,2,0.8,2.2,-1.525185203
28.5,2,0.8,2.2,-1.586774428
28.6,2,0.8,2.2,-1.653764134
28.7,2,0.8,2.2,-1.72665865
28.8,2,0.8,2.2,-1.806029381
28.9,2,0.8,2.2,-1.892523085
29,2,0.8,2.2,-1.986871287
29.1,2,0.8,2.2,-2.089900926
29.2,2,0.8,2.2,-2.202546335
29.3,2,0.8,2.2,-2.325862651
29.4,2,0.8,2.2,-2.461040702
29.5,2,0.8,2.2,-2.609423404
29.6,2,0.8,2.2,-2.772523604
29.7,2,0.8,2.2,-2.952043229
29.8,2,0.8,2.2,-3.149893435
29.9,2,0.8,2.2,-3.368215211
30,2,0.8,2.2,-3.609399588
30.1,2,0.8,2.2,-3.876106089
30.2,2,0.8,2.2,-4.171277322
30.3,2,0.8,2.2,-4.498146455
30.4,2,0.8,2.2,-4.860232485
30.5,2,0.8,2.2,-5.261315184
30.6,2,0.8,2.2,-5.705376576
30.7,2,0.8,2.2,-6.196487153
30.8,2,0.8,2.2,-6.738600266
30.9,2,0.8,2.2,-7.335192753
31,2,0.8,2.2,-7.988647427
31.1,2,0.8,2.2,-8.699205561
31.2,2,0.8,2.2,-9.463222617
31.3,2,0.8,2.2,-10.27036738
31.4,2,0.8,2.2,-11.09944978
31.5,2,0.8,2.2,-11.91314691
31.6,2,0.8,2.2,-12.65379191
31.7,2,0.8,2.2,-13.24595203
31.8,2,0.8,2.2,-13.61349289
31.9,2,0.8,2.2,-13.71030756
32,2,0.8,2.2,-13.54461398
32.1,2,0.8,2.2,-13.17379269
32.2,2,0.8,2.2,-12.67509111
32.3,2,0.8,2.2,-12.11805856
32.4,2,0.8,2.2,-11.55274128
32.5,2,0.8,2.2,-11.01013605
32.6,2,0.8,2.2,-10.50717945
32.7,2,0.8,2.2,-10.05177746
32.8,2,0.8,2.2,-9.646505234
32.9,2,0.8,2.2,-9.290995655
33,2,0.8,2.2,-8.983382276
33.1,2,0.8,2.2,-8.721137044
33.2,2,0.8,2.2,-8.501541282
33.3,2,0.8,2.2,-8.321940417
33.4,2,0.8,2.2,-8.179873019
33.5,2,0.8,2.2,-8.073127556
33.6,2,0.8,2.2,-7.999758008
33.7,2,0.8,2.2,-7.958076447
33.8,2,0.8,2.2,-7.946633095
33.9,2,0.8,2.2,-7.964189884
34,2,0.8,2.2,-8.009690991
34.1,2,0.8,2.2,-8.082232271
34.2,2,0.8,2.2,-8.181030671
34.3,2,0.8,2.2,-8.305394189
34.4,2,0.8,2.2,-8.454692652
34.5,2,0.8,2.2,-8.628329457
34.6,2,0.8,2.2,-8.82571432
34.7,2,0.8,2.2,-9.046237055
34.8,2,0.8,2.2,-9.289242398
34.9,2,0.8,2.2,-9.554005913
35,2,0.8,2.2,-9.839711064
35.1,2,0.8,2.2,-10.14542764
35.2,2,0.8,2.2,-10.47009185
35.3,2,0.8,2.2,-10.81248868
35.4,2,0.8,2.2,-11.17123734
35.5,2,0.8,2.2,-11.54478111
35.6,2,0.8,2.2,-11.93138334
35.7,2,0.8,2.2,-12.32913196
35.8,2,0.8,2.2,-12.7359552
35.9,2,0.8,2.2,-13.14965168
36,2,0.8,2.2,-13.56793778
36.1,2,0.8,2.2,-13.98851457
36.2,2,0.8,2.2,-14.40915497
36.3,2,0.8,2.2,-14.8278092
36.4,2,0.8,2.2,-15.24272331
36.5,2,0.8,2.2,-15.65256127
36.6,2,0.8,2.2,-16.05651763
36.7,2,0.8,2.2,-16.45440421
36.8,2,0.8,2.2,-16.84669331
36.9,2,0.8,2.2,-17.23449968
37,2,0.8,2.2,-17.61948528
37.1,2,0.8,2.2,-18.00367182
37.2,2,0.8,2.2,-18.38914608
37.3,2,0.8,2.2,-18.77764016
37.4,2,0.8,2.2,-19.16996499
37.5,2,0.8,2.2,-19.56527461
37.6,2,0.8,2.2,-19.96015418
37.7,2,0.8,2.2,-20.34757618
37.8,2,0.8,2.2,-20.71589095
37.9,2,0.8,2.2,-21.04823274
38,2,0.8,2.2,-21.32299327
38.1,2,0.8,2.2,-21.51613759
38.2,2,0.8,2.2,-21.60571488
38.3,2,0.8,2.2,-21.57768128
38.4,2,0.8,2.2,-21.43067429
38.5,2,0.8,2.2,-21.17716563
38.6,2,0.8,2.2,-20.8402896
38.7,2,0.8,2.2,-20.4481579
38.8,2,0.8,2.2,-20.02839225
38.9,2,0.8,2.2,-19.60459503
39,2,0.8,2.2,-19.19496302
39.1,2,0.8,2.2,-18.81239058
39.2,2,0.8,2.2,-18.46529612
39.3,2,0.8,2.2,-18.15863818
39.4,2,0.8,2.2,-17.89484621
39.5,2,0.8,2.2,-17.67456547
39.6,2,0.8,2.2,-17.49720365
39.7,2,0.8,2.2,-17.36130215
39.8,2,0.8,2.2,-17.26476253
39.9,2,0.8,2.2,-17.20495575
40,2,0.8,2.2,-17.17873551
40.1,2,0.8,2.2,-17.18237163
40.2,2,0.8,2.2,-17.2114171
40.3,2,0.8,2.2,-17.26052435
40.4,2,0.8,2.2,-17.32323478
40.5,2,0.8,2.2,-17.39178148
40.6,2,0.8,2.2,-17.45696964
40.7,2,0.8,2.2,-17.5082264
40.8,2,0.8,2.2,-17.53393055
40.9,2,0.8,2.2,-17.52211681
41,2,0.8,2.2,-17.46157476
41.1,2,0.8,2.2,-17.34321828
41.2,2,0.8,2.2,-17.16143205
41.3,2,0.8,2.2,-16.91500363
41.4,2,0.8,2.2,-16.60732102
41.5,2,0.8,2.2,-16.24575723
41.6,2,0.8,2.2,-15.84045044
41.7,2,0.8,2.2,-15.40285896
41.8,2,0.8,2.2,-14.94445377
41.9,2,0.8,2.2,-14.47576592
42,2,0.8,2.2,-14.00583932
42.1,2,0.8,2.2,-13.54202623
42.2,2,0.8,2.2,-13.09001873
42.3,2,0.8,2.2,-12.65401404
42.4,2,0.8,2.2,-12.23693724
42.5,2,0.8,2.2,-11.84067281
42.6,2,0.8,2.2,-11.46627915
42.7,2,0.8,2.2,-11.11417493
42.8,2,0.8,2.2,-10.7842946
42.9,2,0.8,2.2,-10.47621505
43,2,0.8,2.2,-10.18925698
43.1,2,0.8,2.2,-9.92256502
43.2,2,0.8,2.2,-9.675170552
43.3,2,0.8,2.2,-9.446040405
43.4,2,0.8,2.2,-9.234114334
43.5,2,0.8,2.2,-9.03833353
43.6,2,0.8,2.2,-8.857662033
43.7,2,0.8,2.2,-8.691102571
43.8,2,0.8,2.2,-8.537708048
43.9,2,0.8,2.2,-8.396589687
44,2,0.8,2.2,-8.26692264
44.1,2,0.8,2.2,-8.147949739
44.2,2,0.8,2.2,-8.03898392
44.3,2,0.8,2.2,-7.939409773
44.4,2,0.8,2.2,-7.848684575
44.5,2,0.8,2.2,-7.766339086
44.6,2,0.8,2.2,-7.691978348
44.7,2,0.8,2.2,-7.625282656
44.8,2,0.8,2.2,-7.566008815
44.9,2,0.8,2.2,-7.513991764
45,2,0.8,2.2,-7.469146563
45.1,2,0.8,2.2,-7.431470704
45.2,2,0.8,2.2,-7.401046601
45.3,2,0.8,2.2,-7.378044032
45.4,2,0.8,2.2,-7.362722189
45.5,2,0.8,2.2,-7.355430861
45.6,2,0.8,2.2,-7.356610107
45.7,2,0.8,2.2,-7.366787644
45.8,2,0.8,2.2,-7.386572985
45.9,2,0.8,2.2,-7.416647299
46,2,0.8,2.2,-7.457747872
46.1,2,0.8,2.2,-7.510646198
46.2,2,0.8,2.2,-7.576118961
46.3,2,0.8,2.2,-7.654911719
46.4,2,0.8,2.2,-7.747695842
46.5,2,0.8,2.2,-7.855020295
46.6,2,0.8,2.2,-7.977260923
46.7,2,0.8,2.2,-8.114571017
46.8,2,0.8,2.2,-8.266837624
46.9,2,0.8,2.2,-8.433648172
47,2,0.8,2.2,-8.614271224
47.1,2,0.8,2.2,-8.807653424
47.2,2,0.8,2.2,-9.012432125
47.3,2,0.8,2.2,-9.226960099
47.4,2,0.8,2.2,-9.449335719
47.5,2,0.8,2.2,-9.677429603
47.6,2,0.8,2.2,-9.908897566
47.7,2,0.8,2.2,-10.14117014
47.8,2,0.8,2.2,-10.37141133
47.9,2,0.8,2.2,-10.59644367
48,2,0.8,2.2,-10.81264393
48.1,2,0.8,2.2,-11.01582331
48.2,2,0.8,2.2,-11.20111997
48.3,2,0.8,2.2,-11.36294663
48.4,2,0.8,2.2,-11.49505184
48.5,2,0.8,2.2,-11.59075999
48.6,2,0.8,2.2,-11.64344234
48.7,2,0.8,2.2,-11.64722578
48.8,2,0.8,2.2,-11.59786572
48.9,2,0.8,2.2,-11.4936144
49,2,0.8,2.2,-11.33585298
20,2,1.1,2.2,-1.771037257
20.1,2,1.1,2.2,-1.824391237
20.2,2,1.1,2.2,-1.880125942
20.3,2,1.1,2.2,-1.938228977
20.4,2,1.1,2.2,-1.998725318
20.5,2,1.1,2.2,-2.061689507
20.6,2,1.1,2.2,-2.127258559
20.7,2,1.1,2.2,-2.195645472
20.8,2,1.1,2.2,-2.267153363
20.9,2,1.1,2.2,-2.342190404
21,2,1.1,2.2,-2.421285952
21.1,2,1.1,2.2,-2.505108491
21.2,2,1.1,2.2,-2.594486312
21.3,2,1.1,2.2,-2.690432163
21.4,2,1.1,2.2,-2.794173476
21.5,2,1.1,2.2,-2.907190278
21.6,2,1.1,2.2,-3.031263416
21.7,2,1.1,2.2,-3.168536563
21.8,2,1.1,2.2,-3.3215964
21.9,2,1.1,2.2,-3.493576801
22,2,1.1,2.2,-3.688294621
22.1,2,1.1,2.2,-3.910427125
22.2,2,1.1,2.2,-4.165744225
22.3,2,1.1,2.2,-4.461412495
22.4,2,1.1,2.2,-4.806391932
22.5,2,1.1,2.2,-5.211948666
22.6,2,1.1,2.2,-5.692301291
22.7,2,1.1,2.2,-6.265386839
22.8,2,1.1,2.2,-6.953619705
22.9,2,1.1,2.2,-7.784152854
23,2,1.1,2.2,-8.786996179
23.1,2,1.1,2.2,-9.985690632
23.2,2,1.1,2.2,-11.36425241
23.3,2,1.1,2.2,-12.77018322
23.4,2,1.1,2.2,-13.73899235
23.5,2,1.1,2.2,-13.61154746
23.6,2,1.1,2.2,-12.36823933
23.7,2,1.1,2.2,-10.67156865
23.8,2,1.1,2.2,-9.017998089
23.9,2,1.1,2.2,-7.579800429
24,2,1.1,2.2,-6.380034385
24.1,2,1.1,2.2,-5.395351239
24.2,2,1.1,2.2,-4.592376668
24.3,2,1.1,2.2,-3.938898932
24.4,2,1.1,2.2,-3.406912199
24.5,2,1.1,2.2,-2.973072246
24.6,2,1.1,2.2,-2.618329829
24.7,2,1.1,2.2,-2.327328774
24.8,2,1.1,2.2,-2.08777905
24.9,2,1.1,2.2,-1.889883515
25,2,1.1,2.2,-1.725844935
25.1,2,1.1,2.2,-1.58945697
25.2,2,1.1,2.2,-1.475772538
25.3,2,1.1,2.2,-1.380838979
25.4,2,1.1,2.2,-1.301488647
25.5,2,1.1,2.2,-1.235174337
25.6,2,1.1,2.2,-1.179840367
25.7,2,1.1,2.2,-1.133821719
25.8,2,1.1,2.2,-1.095765105
25.9,2,1.1,2.2,-1.064567106
26,2,1.1,2.2,-1.03932559
26.1,2,1.1,2.2,-1.01930145
26.2,2,1.1,2.2,-1.003888385
26.3,2,1.1,2.2,-0.992588966
26.4,2,1.1,2.2,-0.984995619
26.5,2,1.1,2.2,-0.980775477
26.6,2,1.1,2.2,-0.979658299
26.7,2,1.1,2.2,-0.981426811
26.8,2,1.1,2.2,-0.985908995
26.9,2,1.1,2.2,-0.992971945
27,2,1.1,2.2,-1.002516984
27.1,2,1.1,2.2,-1.014475828
27.2,2,1.1,2.2,-1.028807603
27.3,2,1.1,2.2,-1.045496591
27.4,2,1.1,2.2,-1.064550583
27.5,2,1.1,2.2,-1.085999771
27.6,2,1.1,2.2,-1.109896111
27.7,2,1.1,2.2,-1.136313112
27.8,2,1.1,2.2,-1.165346027
27.9,2,1.1,2.2,-1.197112431
28,2,1.1,2.2,-1.231753162
28.1,2,1.1,2.2,-1.26943366
28.2,2,1.1,2.2,-1.310345685
28.3,2,1.1,2.2,-1.354709459
28.4,2,1.1,2.2,-1.402776254
28.5,2,1.1,2.2,-1.45483146
28.6,2,1.1,2.2,-1.511198207
28.7,2,1.1,2.2,-1.572241565
28.8,2,1.1,2.2,-1.638373432
28.9,2,1.1,2.2,-1.71005816
29,2,1.1,2.2,-1.78781904
29.1,2,1.1,2.2,-1.872245734
29.2,2,1.1,2.2,-1.964002796
29.3,2,1.1,2.2,-2.063839399
29.4,2,1.1,2.2,-2.172600437
29.5,2,1.1,2.2,-2.291239161
29.6,2,1.1,2.2,-2.420831517
29.7,2,1.1,2.2,-2.562592404
29.8,2,1.1,2.2,-2.717894013
29.9,2,1.1,2.2,-2.888286483
30,2,1.1,2.2,-3.075521055
30.1,2,1.1,2.2,-3.281575911
30.2,2,1.1,2.2,-3.508684877
30.3,2,1.1,2.2,-3.759369095
30.4,2,1.1,2.2,-4.036471734
30.5,2,1.1,2.2,-4.34319564
